Timestamp (UTC),trval,tqP,tq1P,tq2P
18:36:21.538,70.29,-0.29,-0.73,0.16
18:36:21.638,67.43,-0.29,-0.72,0.14
18:36:21.740,68.86,-0.32,-0.79,0.14
18:36:21.838,69.43,-0.29,-0.76,0.17
18:36:21.936,70.14,-0.32,-0.82,0.18
18:36:22.035,68.29,-0.44,-1.03,0.15
18:36:22.133,68.29,-0.35,-0.91,0.21
18:36:22.231,68.07,-0.31,-0.80,0.18
18:36:22.329,68.71,-0.34,-0.83,0.16
18:36:22.432,66.50,-0.35,-0.87,0.16
18:36:22.530,66.07,-0.34,-0.84,0.16
18:36:22.628,67.50,-0.32,-0.81,0.16
18:36:22.727,69.36,-0.37,-0.85,0.11
18:36:22.826,68.79,-0.38,-0.87,0.11
18:36:22.923,69.07,-0.40,-0.94,0.13
18:36:23.022,67.79,-0.51,-1.14,0.13
18:36:23.124,66.29,-0.40,-0.95,0.15
18:36:23.223,67.43,-0.30,-0.78,0.17
18:36:23.320,67.57,-0.29,-0.75,0.17
18:36:23.419,66.43,-0.30,-0.76,0.17
18:36:23.517,65.71,-0.34,-0.80,0.11
18:36:23.616,69.64,-0.32,-0.77,0.12
18:36:23.718,69.21,-0.31,-0.75,0.14
18:36:23.816,68.86,-0.31,-0.75,0.13
18:36:23.915,70.50,-0.34,-0.82,0.14
18:36:24.013,71.14,-0.73,-1.59,0.12
18:36:24.112,67.29,-0.76,-1.62,0.11
18:36:24.209,65.00,-0.40,-0.90,0.10
18:36:24.308,64.21,-0.36,-0.81,0.09
18:36:24.410,66.14,-0.34,-0.79,0.10
18:36:24.509,64.50,-0.31,-0.70,0.07
18:36:24.606,61.29,-0.34,-0.75,0.07
18:36:24.706,65.57,-0.36,-0.80,0.08
18:36:24.803,65.71,-0.33,-0.77,0.10
18:36:24.902,69.79,-0.30,-0.72,0.13
18:36:25.004,70.93,-0.30,-0.69,0.10
18:36:25.102,66.36,-0.32,-0.75,0.12
18:36:25.201,65.21,-0.32,-0.75,0.11
18:36:25.299,63.14,-0.31,-0.73,0.11
18:36:25.397,63.21,-0.34,-0.80,0.13
18:36:25.496,67.93,-0.21,-0.56,0.13
18:36:25.594,69.64,-0.04,-0.17,0.10
18:36:25.696,67.57,0.03,-0.04,0.10
18:36:25.794,64.36,0.07,0.02,0.12
18:36:25.892,68.36,0.07,0.02,0.11
18:36:25.991,69.64,0.05,-0.01,0.10
18:36:26.089,68.36,0.06,0.03,0.10
18:36:26.187,63.57,0.06,-0.01,0.13
18:36:26.285,65.50,0.03,-0.08,0.14
18:36:26.388,69.00,0.02,-0.08,0.12
18:36:26.486,68.64,0.05,-0.02,0.12
18:36:26.585,68.57,0.02,-0.05,0.10
18:36:26.684,67.29,0.02,-0.07,0.12
18:36:26.781,71.64,0.03,-0.07,0.13
18:36:26.879,68.93,0.04,-0.02,0.11
18:36:26.982,62.07,0.04,-0.02,0.09
18:36:27.080,67.50,0.03,0.02,0.05
18:36:27.179,65.50,0.03,-0.00,0.06
18:36:27.278,66.50,0.05,0.01,0.09
18:36:27.375,68.50,0.05,0.00,0.10
18:36:27.474,68.57,0.06,0.01,0.11
18:36:27.572,68.21,0.07,0.04,0.10
18:36:27.674,64.71,0.04,0.02,0.07
18:36:27.772,64.43,0.06,0.02,0.11
18:36:27.871,66.71,0.08,0.07,0.09
18:36:27.969,67.93,0.06,0.07,0.06
18:36:28.068,67.29,0.03,0.02,0.04
18:36:28.166,65.86,0.04,0.00,0.08
18:36:28.264,67.50,0.06,0.04,0.08
18:36:28.367,68.79,0.07,0.08,0.06
18:36:28.464,69.64,0.07,0.06,0.08
18:36:28.563,65.07,0.07,0.06,0.07
18:36:28.663,68.21,0.08,0.09,0.07
18:36:28.760,71.14,0.09,0.08,0.11
18:36:28.859,66.93,0.07,0.06,0.07
18:36:28.956,66.71,0.08,0.07,0.09
18:36:29.059,69.21,0.07,0.05,0.09
18:36:29.158,71.50,0.06,0.05,0.06
18:36:29.256,68.36,0.05,0.06,0.05
18:36:29.354,62.50,0.05,0.05,0.05
18:36:29.452,61.64,0.06,0.04,0.08
18:36:29.551,66.29,0.05,0.03,0.08
18:36:29.653,67.86,0.06,0.06,0.07
18:36:29.751,65.71,0.07,0.07,0.07
18:36:29.849,61.57,0.08,0.07,0.09
18:36:29.948,64.43,0.09,0.07,0.10
18:36:30.047,68.57,0.09,0.08,0.10
18:36:30.145,68.86,0.08,0.09,0.07
18:36:30.243,68.71,0.05,0.04,0.06
18:36:30.345,69.07,0.06,0.04,0.07
18:36:30.443,67.07,0.07,0.09,0.05
18:36:30.541,65.71,0.03,0.00,0.05
18:36:30.639,67.71,-0.01,-0.10,0.08
18:36:30.738,66.93,0.03,-0.01,0.06
18:36:30.836,68.64,0.05,0.01,0.09
18:36:30.935,65.57,0.04,0.00,0.08
18:36:31.037,67.07,0.03,0.01,0.05
18:36:31.135,67.00,0.09,0.09,0.10
18:36:31.233,66.50,0.09,0.08,0.09
18:36:31.333,67.64,0.05,0.01,0.09
18:36:31.431,62.36,0.04,-0.02,0.10
18:36:31.528,60.93,0.07,0.02,0.11
18:36:31.627,63.50,0.08,0.05,0.12
18:36:31.729,62.93,0.05,0.03,0.07
18:36:31.827,64.71,0.06,0.03,0.09
18:36:31.926,60.93,0.08,0.06,0.11
18:36:32.025,65.43,0.04,0.00,0.09
18:36:32.123,66.36,0.06,-0.01,0.13
